100000,200.000000,150.000000,37.500000,,,,10.000000,10.000000,,,,250.000000,0.562220,29.251193,169.800144
100000,200.000000,150.000000,75.000000,,,,10.000000,10.000000,,,,250.000000,0.535350,40.543758,173.327083
100000,200.000000,150.000000,150.000000,,,,10.000000,10.000000,,,,250.000000,0.503050,52.855558,178.119206
100000,200.000000,150.000000,300.000000,,,,10.000000,10.000000,,,,250.000000,0.471660,65.114894,183.246961
100000,200.000000,150.000000,600.000000,,,,10.000000,10.000000,,,,250.000000,0.444570,76.411594,187.718889
100000,200.000000,150.000000,1200.000000,,,,10.000000,10.000000,,,,250.000000,0.426600,84.948444,190.998939
100000,200.000000,150.000000,37.500000,6.250000,6.250000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.563870,28.666321,169.375200
100000,200.000000,150.000000,75.000000,12.500000,12.500000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.533420,39.715668,173.139771
100000,200.000000,150.000000,150.000000,25.000000,25.000000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.504940,50.584033,176.714399
100000,200.000000,150.000000,300.000000,50.000000,50.000000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.479640,59.801076,180.301726
100000,200.000000,150.000000,600.000000,100.000000,100.000000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.466440,65.575916,182.030969
100000,200.000000,150.000000,1200.000000,200.000000,200.000000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.459860,68.814956,183.345079
100000,200.000000,150.000000,37.500000,37.500000,37.500000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.565210,28.106590,168.789529
100000,200.000000,150.000000,75.000000,75.000000,75.000000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.533750,38.000747,172.688218
100000,200.000000,150.000000,150.000000,150.000000,150.000000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.514830,46.293813,175.174762
100000,200.000000,150.000000,300.000000,300.000000,300.000000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.498300,53.463714,177.324655
100000,200.000000,150.000000,600.000000,600.000000,600.000000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.481770,60.285052,180.370857
100000,200.000000,150.000000,1200.000000,1200.000000,1200.000000,,10.000000,10.000000,0.500000,19.500000,,250.000000,0.469800,65.543938,182.711833
100000,200.000000,150.000000,37.500000,6.250000,6.250000,6.250000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.563390,28.603365,169.154687
100000,200.000000,150.000000,75.000000,12.500000,12.500000,12.500000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.534340,39.481715,173.092803
100000,200.000000,150.000000,150.000000,25.000000,25.000000,25.000000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.509110,49.669035,176.048644
100000,200.000000,150.000000,300.000000,50.000000,50.000000,50.000000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.485170,58.786255,179.506227
100000,200.000000,150.000000,600.000000,100.000000,100.000000,100.000000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.470190,65.047376,182.102460
100000,200.000000,150.000000,1200.000000,200.000000,200.000000,200.000000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.459620,69.370473,184.078797
100000,200.000000,150.000000,37.500000,37.500000,37.500000,37.500000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.567360,27.430944,168.435012
100000,200.000000,150.000000,75.000000,75.000000,75.000000,75.000000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.538420,36.916119,171.900978
100000,200.000000,150.000000,150.000000,150.000000,150.000000,150.000000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.519260,45.349110,174.537444
100000,200.000000,150.000000,300.000000,300.000000,300.000000,300.000000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.499980,53.216508,177.823211
100000,200.000000,150.000000,600.000000,600.000000,600.000000,600.000000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.480720,60.861899,181.367038
100000,200.000000,150.000000,1200.000000,1200.000000,1200.000000,1200.000000,10.000000,10.000000,0.240000,6.000000,23.760000,250.000000,0.469410,66.530377,183.604095
