10000,2400.000000,20.000000,2400.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.293200,0.408300,640.500165,166.230371,843.964680,778.142450
10000,2400.000000,20.000000,1200.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.286000,0.410300,591.398272,166.801670,850.816539,777.974923
10000,2400.000000,20.000000,600.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.286200,0.409400,524.364341,166.928057,847.791326,778.238644
10000,2400.000000,20.000000,300.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.293400,0.409200,466.555125,166.909143,843.085962,778.436033
10000,2400.000000,20.000000,150.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.298700,0.411900,421.552688,165.798773,842.726715,774.957272
10000,2400.000000,20.000000,120.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.293100,0.412400,409.616089,165.889401,842.957222,775.303147
10000,2400.000000,20.000000,60.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.312300,0.409000,365.426606,166.137488,834.051643,776.360198
10000,2400.000000,20.000000,40.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.339800,0.410400,332.596909,166.165111,820.516902,776.696861
10000,2400.000000,20.000000,20.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.357100,0.401700,270.473980,167.908025,806.409086,783.621698
10000,2400.000000,20.000000,10.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.402200,0.400700,196.525361,168.628089,783.275342,785.794114
10000,2400.000000,20.000000,5.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.430200,0.400500,128.573282,167.927793,764.084442,784.355058
10000,2400.000000,20.000000,2.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.446700,0.401600,63.726164,166.769846,757.834158,782.753289
10000,2400.000000,20.000000,1.000000,50.000000,100.000000,5.000000,5.000000,1.000000,5.000000,1000.000000,0.468900,0.402900,33.791628,166.796188,737.881256,782.182328
